"Gene Symbol"	"Disease Name"
"NLRP12"	"LUAD"
"NLRP7"	"LUAD"
"NMI"	"LUAD"
"NPL"	"LUAD"
"NRP2"	"LUAD"
"OAS2"	"LUAD"
"OBFC2A"	"LUAD"
"OGFRL1"	"LUAD"
"OSM"	"LUAD"
"OSTM1"	"LUAD"
"OTUD1"	"LUAD"
"P2RX5"	"LUAD"
"P2RY13"	"LUAD"
"P2RY8"	"LUAD"
"PARP9"	"LUAD"
"PARVG"	"LUAD"
"PATL2"	"LUAD"
"PDCD1LG2"	"LUAD"
"PDE4B"	"LUAD"
"PI4K2A"	"LUAD"
"PID1"	"LUAD"
"PIK3CD"	"LUAD"
"PIK3IP1"	"LUAD"
"PIK3R5"	"LUAD"
"PILRA"	"LUAD"
"PIM1"	"LUAD"
"PIM2"	"LUAD"
"PION"	"LUAD"
"PIP4K2A"	"LUAD"
"PLA2G7"	"LUAD"
"PLAUR"	"LUAD"
"PLBD1"	"LUAD"
"PLEKHA2"	"LUAD"
"PLEK"	"LUAD"
"PLXNC1"	"LUAD"
"PNOC"	"LUAD"
"POU2F2"	"LUAD"
"PPM1F"	"LUAD"
"PPM1M"	"LUAD"
"PRAM1"	"LUAD"
"PRDM1"	"LUAD"
"PREX1"	"LUAD"
"PRF1"	"LUAD"
"PRICKLE1"	"LUAD"
"PRKCH"	"LUAD"
"PRKCQ"	"LUAD"
"PTAFR"	"LUAD"
"PTGDR"	"LUAD"
"PTGER2"	"LUAD"
"PTPN1"	"LUAD"
"PTPN22"	"LUAD"
"PTPN6"	"LUAD"
"PTPN7"	"LUAD"
"PTPRCAP"	"LUAD"
"PTPRC"	"LUAD"
"PTPRJ"	"LUAD"
"PTX3"	"LUAD"
"PVRIG"	"LUAD"
"PYHIN1"	"LUAD"
"RAB30"	"LUAD"
"RAB37"	"LUAD"
"RAB8B"	"LUAD"
"RALB"	"LUAD"
"RAP2B"	"LUAD"
"RAPGEF1"	"LUAD"
"RASA3"	"LUAD"
"RASAL2"	"LUAD"
"RASAL3"	"LUAD"
"RASGRP1"	"LUAD"
"RASGRP2"	"LUAD"
"RASGRP3"	"LUAD"
"RASGRP4"	"LUAD"
"RASSF2"	"LUAD"
"RASSF4"	"LUAD"
"RASSF5"	"LUAD"
"RCBTB2"	"LUAD"
"RCSD1"	"LUAD"
"RECK"	"LUAD"
"RELB"	"LUAD"
"RELT"	"LUAD"
"RGL4"	"LUAD"
"RGS18"	"LUAD"
"RGS19"	"LUAD"
"RGS1"	"LUAD"
"RHOG"	"LUAD"
"RHOH"	"LUAD"
"RILPL2"	"LUAD"
"RNASE2"	"LUAD"
"RNASE6"	"LUAD"
"RNF125"	"LUAD"
"RNF144B"	"LUAD"
"RNF149"	"LUAD"
"RNF166"	"LUAD"
"RNF213"	"LUAD"
"RORA"	"LUAD"
"RSAD2"	"LUAD"
"RUNX2"	"LUAD"
"RUNX3"	"LUAD"
"S100A12"	"LUAD"
"S1PR4"	"LUAD"
"S1PR5"	"LUAD"
"SAMD3"	"LUAD"
"SAMD9L"	"LUAD"
"SAMD9"	"LUAD"
"SAMHD1"	"LUAD"
"SAMSN1"	"LUAD"
"SASH3"	"LUAD"
"SCO2"	"LUAD"
"SEC14L1"	"LUAD"
"SELPLG"	"LUAD"
"SEMA4D"	"LUAD"
"SEPT1"	"LUAD"
"SEPT6"	"LUAD"
"SERPINB7"	"LUAD"
"SERPINB9"	"LUAD"
"SFMBT2"	"LUAD"
"SH2B3"	"LUAD"
"SH2D2A"	"LUAD"
"SH3GL3"	"LUAD"
"SIGLEC1"	"LUAD"
"SLAMF1"	"LUAD"
"SLAMF7"	"LUAD"
"SLAMF8"	"LUAD"
"SLA"	"LUAD"
"SLC11A1"	"LUAD"
"SLC15A3"	"LUAD"
"SLC16A6"	"LUAD"
"SLC2A3"	"LUAD"
"SLC2A6"	"LUAD"
"SLC31A2"	"LUAD"
"SLCO3A1"	"LUAD"
"SLFN5"	"LUAD"
"SMAP2"	"LUAD"
"SOCS1"	"LUAD"
"SP110"	"LUAD"
"SPI1"	"LUAD"
"SPIB"	"LUAD"
"SPOCD1"	"LUAD"
"SSH1"	"LUAD"
"SSH2"	"LUAD"
"ST8SIA4"	"LUAD"
"STAB1"	"LUAD"
"STAMBPL1"	"LUAD"
"STAP1"	"LUAD"
"STAT1"	"LUAD"
"STAT4"	"LUAD"
"STAT5A"	"LUAD"
"STK10"	"LUAD"
"STK17A"	"LUAD"
"STK17B"	"LUAD"
"STK4"	"LUAD"
"STX11"	"LUAD"
"SUN2"	"LUAD"
"SYK"	"LUAD"
"TAGAP"	"LUAD"
"TAP1"	"LUAD"
"TAP2"	"LUAD"
"TBC1D10C"	"LUAD"
"TBX21"	"LUAD"
"TBXAS1"	"LUAD"
"TCF7"	"LUAD"
"TFEC"	"LUAD"
"TGFB1"	"LUAD"
"THBS1"	"LUAD"
"TIFAB"	"LUAD"
"TIGIT"	"LUAD"
"TIMP2"	"LUAD"
"TK2"	"LUAD"
"TLR10"	"LUAD"
"TLR1"	"LUAD"
"TLR2"	"LUAD"
"TLR4"	"LUAD"
"TLR8"	"LUAD"
"TM6SF1"	"LUAD"
"TM7SF4"	"LUAD"
"TMC8"	"LUAD"
"TMEM149"	"LUAD"
"TMEM154"	"LUAD"
"TMEM156"	"LUAD"
"TMEM71"	"LUAD"
"TMIGD2"	"LUAD"
"TNFAIP2"	"LUAD"
"TNFAIP3"	"LUAD"
"TNFAIP6"	"LUAD"
"TNFAIP8"	"LUAD"
"TNFRSF17"	"LUAD"
"TNFRSF18"	"LUAD"
"TNFRSF1B"	"LUAD"
"TNFRSF4"	"LUAD"
"TNFRSF9"	"LUAD"
"TNFSF13B"	"LUAD"
"TNFSF8"	"LUAD"
"TNF"	"LUAD"
"TNIP1"	"LUAD"
"TNIP3"	"LUAD"
"TPP1"	"LUAD"
"TPRG1"	"LUAD"
"TRAF1"	"LUAD"
"TRAF3IP3"	"LUAD"
"TRAM2"	"LUAD"
"TRAT1"	"LUAD"
"TREM2"	"LUAD"
"TRIM69"	"LUAD"
"TRPV2"	"LUAD"
"TTYH2"	"LUAD"
"TXNDC15"	"LUAD"
"TYMP"	"LUAD"
"UBE2J1"	"LUAD"
"VASP"	"LUAD"
"VCAN"	"LUAD"
"VNN2"	"LUAD"
"VPREB3"	"LUAD"
"WAS"	"LUAD"
"WIPF1"	"LUAD"
"WNT10A"	"LUAD"
"XAF1"	"LUAD"
"ZAP70"	"LUAD"
"ZBED2"	"LUAD"
"ZBP1"	"LUAD"
"ZEB2"	"LUAD"
"ZFP36L2"	"LUAD"
"ZNFX1"	"LUAD"
"ACAP1"	"LUSC"
"ADAM12"	"LUSC"
"ADAM19"	"LUSC"
"ADAM8"	"LUSC"
"ADAP2"	"LUSC"
"ADCY7"	"LUSC"
"AIF1"	"LUSC"
"AIM2"	"LUSC"
"AKNA"	"LUSC"
"ALOX5"	"LUSC"
"AMICA1"	"LUSC"
"AMPD1"	"LUSC"
"AMPD3"	"LUSC"
"ANKRD44"	"LUSC"
"APBB1IP"	"LUSC"
"APOBEC3A"	"LUSC"
"ARHGAP15"	"LUSC"
"ARHGAP18"	"LUSC"
"ARHGAP22"	"LUSC"
"ARHGAP25"	"LUSC"
"ARHGAP30"	"LUSC"
"ARHGAP9"	"LUSC"
"ARRB2"	"LUSC"
"ATG7"	"LUSC"
"BANK1"	"LUSC"
"BATF3"	"LUSC"
"BATF"	"LUSC"
"BCL2A1"	"LUSC"
"BHLHE41"	"LUSC"
"BIN2"	"LUSC"
"BIRC3"	"LUSC"
"BLK"	"LUSC"
"BLNK"	"LUSC"
"BMP2K"	"LUSC"
"BTLA"	"LUSC"
"BTN3A2"	"LUSC"
"C10orf54"	"LUSC"
"C11orf21"	"LUSC"
"C13orf18"	"LUSC"
"C13orf31"	"LUSC"
"C19orf28"	"LUSC"
"C1orf162"	"LUSC"
"C1orf228"	"LUSC"
"C1orf38"	"LUSC"
"C5AR1"	"LUSC"
"C5orf20"	"LUSC"
"C5orf39"	"LUSC"
"C5orf56"	"LUSC"
"CAB39"	"LUSC"
"CAMP"	"LUSC"
"CAP1"	"LUSC"
"CASP1"	"LUSC"
"CCDC88B"	"LUSC"
"CCL17"	"LUSC"
"CCL19"	"LUSC"
"CCL1"	"LUSC"
"CCL20"	"LUSC"
"CCL22"	"LUSC"
"CCL24"	"LUSC"
"CCL4"	"LUSC"
"CCR1"	"LUSC"
"CCR2"	"LUSC"
"CCR3"	"LUSC"
"CCR5"	"LUSC"
"CCR7"	"LUSC"
"CCRL2"	"LUSC"
"CD160"	"LUSC"
"CD19"	"LUSC"
"CD1A"	"LUSC"
"CD1B"	"LUSC"
"CD1C"	"LUSC"
"CD1D"	"LUSC"
"CD1E"	"LUSC"
"CD209"	"LUSC"
"CD244"	"LUSC"
"CD247"	"LUSC"
"CD27"	"LUSC"
"CD2"	"LUSC"
"CD300A"	"LUSC"
"CD37"	"LUSC"
"CD38"	"LUSC"
"CD3E"	"LUSC"
"CD3G"	"LUSC"
"CD40"	"LUSC"
"CD53"	"LUSC"
"CD5"	"LUSC"
"CD69"	"LUSC"
"CD6"	"LUSC"
"CD79A"	"LUSC"
"CD79B"	"LUSC"
"CD7"	"LUSC"
"CD80"	"LUSC"
"CD84"	"LUSC"
"CD86"	"LUSC"
"CD96"	"LUSC"
"CD97"	"LUSC"
"CDA"	"LUSC"
"CDKN1A"	"LUSC"
"CECR1"	"LUSC"
"CELF2"	"LUSC"
"CFLAR"	"LUSC"
"CFP"	"LUSC"
"CHI3L1"	"LUSC"
"CHST11"	"LUSC"
"CHST15"	"LUSC"
"CISH"	"LUSC"
"CKLF"	"LUSC"
"CLEC10A"	"LUSC"
"CLEC4A"	"LUSC"
"CLEC4E"	"LUSC"
"CLEC5A"	"LUSC"
"CLEC7A"	"LUSC"
"CLECL1"	"LUSC"
"CLIC2"	"LUSC"
"CLIC3"	"LUSC"
"CMTM2"	"LUSC"
"COTL1"	"LUSC"
"CPM"	"LUSC"
"CPNE5"	"LUSC"
"CPVL"	"LUSC"
"CR1"	"LUSC"
"CRLF2"	"LUSC"
"CRTAM"	"LUSC"
"CSF1R"	"LUSC"
"CSF1"	"LUSC"
"CSF2RA"	"LUSC"
"CSF2RB"	"LUSC"
"CSF2"	"LUSC"
"CSF3R"	"LUSC"
"CSGALNACT2"	"LUSC"
"CST7"	"LUSC"
"CTBS"	"LUSC"
"CTLA4"	"LUSC"
"CTSD"	"LUSC"
"CTSL1"	"LUSC"
"CTSW"	"LUSC"
"CTSZ"	"LUSC"
"CX3CR1"	"LUSC"
"CXCL10"	"LUSC"
"CXCL11"	"LUSC"
"CXCL1"	"LUSC"
"CXCL3"	"LUSC"
"CXCL5"	"LUSC"
"CXCL9"	"LUSC"
"CXCR1"	"LUSC"
"CXCR2"	"LUSC"
"CXCR6"	"LUSC"
"CYBA"	"LUSC"
"CYBB"	"LUSC"
"CYLD"	"LUSC"
"CYP1B1"	"LUSC"
"CYSLTR1"	"LUSC"
"CYTH4"	"LUSC"
"CYTIP"	"LUSC"
"DAPP1"	"LUSC"
"DDX60L"	"LUSC"
"DENND2D"	"LUSC"
"DERL3"	"LUSC"
"DNAJC1"	"LUSC"
"DNAJC3"	"LUSC"
"DNAJC5B"	"LUSC"
"DOCK10"	"LUSC"
"DOCK2"	"LUSC"
"DOCK5"	"LUSC"
"DOCK8"	"LUSC"
"DOK3"	"LUSC"
"DPEP2"	"LUSC"
"DPYD"	"LUSC"
"DSE"	"LUSC"
"DUSP4"	"LUSC"
"DUSP5"	"LUSC"
"EBI3"	"LUSC"
"EDEM1"	"LUSC"
"EFHD2"	"LUSC"
"EHD4"	"LUSC"
"EIF4E3"	"LUSC"
"ELL2"	"LUSC"
"EMILIN2"	"LUSC"
"EMR2"	"LUSC"
"EMR3"	"LUSC"
"ENTPD1"	"LUSC"
"EREG"	"LUSC"
"EVI2A"	"LUSC"
"EVI2B"	"LUSC"
"EVL"	"LUSC"
"FAIM3"	"LUSC"
"FAM101B"	"LUSC"
"FAM113B"	"LUSC"
"FAM129C"	"LUSC"
"FAM26F"	"LUSC"
"FAM46C"	"LUSC"
"FAM49A"	"LUSC"
"FAM65B"	"LUSC"
"FASLG"	"LUSC"
"FAS"	"LUSC"
"FBXO6"	"LUSC"
"FCAR"	"LUSC"
"FCER1A"	"LUSC"
"FCGR2A"	"LUSC"
"FCGR2B"	"LUSC"
"FCGR2C"	"LUSC"
"FCGR3B"	"LUSC"
"FCN1"	"LUSC"
"FCRL1"	"LUSC"
"FCRL2"	"LUSC"
"FCRL3"	"LUSC"
"FCRL5"	"LUSC"
"FCRLA"	"LUSC"
"FERMT3"	"LUSC"
"FFAR2"	"LUSC"
"FGD3"	"LUSC"
"FGL2"	"LUSC"
"FGR"	"LUSC"
"FKBP11"	"LUSC"
"FLI1"	"LUSC"
"FLVCR2"	"LUSC"
"FMNL1"	"LUSC"
"FPR1"	"LUSC"
"FPR2"	"LUSC"
"FPR3"	"LUSC"
"FXYD5"	"LUSC"
"FYB"	"LUSC"
"FYN"	"LUSC"
"GBP1"	"LUSC"
"GBP5"	"LUSC"
"GGTA1"	"LUSC"
"GIMAP2"	"LUSC"
"GIMAP4"	"LUSC"
"GIMAP5"	"LUSC"
"GIMAP6"	"LUSC"
"GIMAP7"	"LUSC"
"GJB2"	"LUSC"
"GLIPR1"	"LUSC"
"GLIPR2"	"LUSC"
"GLIS3"	"LUSC"
"GLS"	"LUSC"
"GLT1D1"	"LUSC"
"GMFG"	"LUSC"
"GMIP"	"LUSC"
"GMPPB"	"LUSC"
"GNA15"	"LUSC"
"GNG2"	"LUSC"
"GNG7"	"LUSC"
"GPR114"	"LUSC"
"GPR132"	"LUSC"
"GPR157"	"LUSC"
"GPR15"	"LUSC"
"GPR171"	"LUSC"
"GPR183"	"LUSC"
"GPR18"	"LUSC"
"GPR65"	"LUSC"
"GPR68"	"LUSC"
"GPR84"	"LUSC"
"GPSM3"	"LUSC"
"GZMA"	"LUSC"
"GZMB"	"LUSC"
"GZMH"	"LUSC"
"GZMK"	"LUSC"
"GZMM"	"LUSC"
"HAVCR2"	"LUSC"
"HCK"	"LUSC"
"HCLS1"	"LUSC"
"HCST"	"LUSC"
"HK3"	"LUSC"
"HLA-DOB"	"LUSC"
"HLA-DQA1"	"LUSC"
"HLA-DQB1"	"LUSC"
"HLX"	"LUSC"
"HMHA1"	"LUSC"
"HMOX1"	"LUSC"
"HVCN1"	"LUSC"
"ICAM2"	"LUSC"
"ICAM3"	"LUSC"
"ICOSLG"	"LUSC"
"ICOS"	"LUSC"
"IDO1"	"LUSC"
"IER5"	"LUSC"
"IFI44L"	"LUSC"
"IFI44"	"LUSC"
"IFI6"	"LUSC"
"IFIH1"	"LUSC"
"IFIT2"	"LUSC"
"IFIT3"	"LUSC"
"IFNAR2"	"LUSC"
"IFNGR1"	"LUSC"
"IFNG"	"LUSC"
"IGSF6"	"LUSC"
"IKBIP"	"LUSC"
"IKZF1"	"LUSC"
"IL10RA"	"LUSC"
"IL12B"	"LUSC"
"IL13RA1"	"LUSC"
"IL15"	"LUSC"
"IL16"	"LUSC"
"IL18RAP"	"LUSC"
"IL1A"	"LUSC"
"IL1F9"	"LUSC"
"IL1RN"	"LUSC"
"IL2RA"	"LUSC"
"IL2RB"	"LUSC"
"IL2RG"	"LUSC"
"IL32"	"LUSC"
"IL3RA"	"LUSC"
"IL4R"	"LUSC"
"IL6R"	"LUSC"
"INHBA"	"LUSC"
"INPP5D"	"LUSC"
"IRAK2"	"LUSC"
"IRF1"	"LUSC"
"IRF4"	"LUSC"
"IRF7"	"LUSC"
"IRF8"	"LUSC"
"ISG20"	"LUSC"
"ITGA4"	"LUSC"
"ITGAL"	"LUSC"
"ITGAM"	"LUSC"
"ITGAX"	"LUSC"
"ITGB7"	"LUSC"
"ITK"	"LUSC"
"JAK1"	"LUSC"
"JAK3"	"LUSC"
"KBTBD8"	"LUSC"
"KCNK6"	"LUSC"
"KCTD12"	"LUSC"
"KIAA0125"	"LUSC"
"KIAA1949"	"LUSC"
"KIR2DL4"	"LUSC"
"KIR3DL1"	"LUSC"
"KLF6"	"LUSC"
"KLHL14"	"LUSC"
"KLHL6"	"LUSC"
"KLRB1"	"LUSC"
"KLRD1"	"LUSC"
"KLRF1"	"LUSC"
"KLRG1"	"LUSC"
"KLRK1"	"LUSC"
"KYNU"	"LUSC"
"LACTB"	"LUSC"
"LAG3"	"LUSC"
"LAT2"	"LUSC"
"LCK"	"LUSC"
"LCP1"	"LUSC"
"LCP2"	"LUSC"
"LIF"	"LUSC"
"LILRA1"	"LUSC"
"LILRA2"	"LUSC"
"LILRA6"	"LUSC"
"LILRB1"	"LUSC"
"LILRB2"	"LUSC"
"LILRB3"	"LUSC"
"LITAF"	"LUSC"
"LOC283663"	"LUSC"
"LPXN"	"LUSC"
"LRMP"	"LUSC"
"LRP10"	"LUSC"
"LRRC8C"	"LUSC"
"LRRFIP1"	"LUSC"
"LSP1"	"LUSC"
"LST1"	"LUSC"
"LTA"	"LUSC"
"LY75"	"LUSC"
"LY96"	"LUSC"
"LY9"	"LUSC"
"LYN"	"LUSC"
"MAN1A1"	"LUSC"
"MAP3K8"	"LUSC"
"MAP4K1"	"LUSC"
"MARCH1"	"LUSC"
"MEFV"	"LUSC"
"MEI1"	"LUSC"
"MFNG"	"LUSC"
"MGC29506"	"LUSC"
"MIR155HG"	"LUSC"
"MMP12"	"LUSC"
"MMP14"	"LUSC"
"MMP19"	"LUSC"
"MMP1"	"LUSC"
"MMP25"	"LUSC"
"MMP9"	"LUSC"
"MNDA"	"LUSC"
"MOBKL2A"	"LUSC"
"MPEG1"	"LUSC"
"MS4A6A"	"LUSC"
"MYO1F"	"LUSC"
"MYO1G"	"LUSC"
"NAGK"	"LUSC"
"NAIP"	"LUSC"
"NCF2"	"LUSC"
"NCF4"	"LUSC"
"NCKAP1L"	"LUSC"
"NCR3"	"LUSC"
"NECAP2"	"LUSC"
"NEK6"	"LUSC"
"NFAM1"	"LUSC"
"NFATC2"	"LUSC"
"NFE2"	"LUSC"
"NFKB1"	"LUSC"
"NFKBID"	"LUSC"
"NKG7"	"LUSC"
"NLRC3"	"LUSC"
"NLRC5"	"LUSC"
"NLRP12"	"LUSC"
"NLRP7"	"LUSC"
"NR4A3"	"LUSC"
"NRP1"	"LUSC"
"NRP2"	"LUSC"
"OAS2"	"LUSC"
"OBFC2A"	"LUSC"
"OSM"	"LUSC"
"OSTM1"	"LUSC"
"P2RX5"	"LUSC"
"P2RY13"	"LUSC"
"P2RY8"	"LUSC"
"PARP8"	"LUSC"
"PARP9"	"LUSC"
"PARVG"	"LUSC"
"PATL2"	"LUSC"
"PDCD1LG2"	"LUSC"
"PDE4B"	"LUSC"
"PDXK"	"LUSC"
"PHC2"	"LUSC"
"PI4K2A"	"LUSC"
"PID1"	"LUSC"
"PIK3CD"	"LUSC"
"PIK3R5"	"LUSC"
"PILRA"	"LUSC"
"PIM2"	"LUSC"
"PLA2G7"	"LUSC"
"PLAUR"	"LUSC"
"PLEK"	"LUSC"
"PLXNC1"	"LUSC"
"PNOC"	"LUSC"
"POU2F2"	"LUSC"
"PPBP"	"LUSC"
"PPM1M"	"LUSC"
"PRAM1"	"LUSC"
"PRDM1"	"LUSC"
"PREX1"	"LUSC"
"PRF1"	"LUSC"
"PRICKLE1"	"LUSC"
"PRKCQ"	"LUSC"
"PROK2"	"LUSC"
"PTAFR"	"LUSC"
"PTGDR"	"LUSC"
"PTGER2"	"LUSC"
"PTP4A2"	"LUSC"
"PTPN22"	"LUSC"
"PTPN6"	"LUSC"
"PTPN7"	"LUSC"
"PTPRCAP"	"LUSC"
"PTPRC"	"LUSC"
"PTPRE"	"LUSC"
"PTX3"	"LUSC"
"PVRIG"	"LUSC"
"PVRL2"	"LUSC"
"PYHIN1"	"LUSC"
"QPCT"	"LUSC"
"RAB37"	"LUSC"
"RAB8B"	"LUSC"
"RASA3"	"LUSC"
"RASAL3"	"LUSC"
"RASGRP1"	"LUSC"
"RASGRP2"	"LUSC"
"RASGRP3"	"LUSC"
"RASGRP4"	"LUSC"
"RASSF2"	"LUSC"
"RASSF4"	"LUSC"
"RASSF5"	"LUSC"
"RCSD1"	"LUSC"
"RELB"	"LUSC"
"RELT"	"LUSC"
"RFTN1"	"LUSC"
"RGL4"	"LUSC"
"RGS18"	"LUSC"
"RGS19"	"LUSC"
"RGS1"	"LUSC"
"RHOG"	"LUSC"
"RHOH"	"LUSC"
"RNASE2"	"LUSC"
"RNASE6"	"LUSC"
"RNASET2"	"LUSC"
"RNF125"	"LUSC"
"RNF144B"	"LUSC"
"RNF166"	"LUSC"
"RNF19B"	"LUSC"
"RPS27L"	"LUSC"
"RSAD2"	"LUSC"
"RUNX2"	"LUSC"
"S100A12"	"LUSC"
"S1PR4"	"LUSC"
"SAMD3"	"LUSC"
"SAMD9L"	"LUSC"
"SAMD9"	"LUSC"
"SAMHD1"	"LUSC"
"SAMSN1"	"LUSC"
"SASH3"	"LUSC"
"SEC24A"	"LUSC"
"SEL1L3"	"LUSC"
"SELPLG"	"LUSC"
"SEPT1"	"LUSC"
"SEPT6"	"LUSC"
"SERPINB7"	"LUSC"
"SERPINB9"	"LUSC"
"SFMBT2"	"LUSC"
"SH2B3"	"LUSC"
"SH3BP5"	"LUSC"
"SIGLEC1"	"LUSC"
"SLAMF1"	"LUSC"
"SLAMF7"	"LUSC"
"SLAMF8"	"LUSC"
"SLA"	"LUSC"
"SLC11A1"	"LUSC"
"SLC15A3"	"LUSC"
"SLC2A6"	"LUSC"
"SLC31A2"	"LUSC"
"SLC43A3"	"LUSC"
"SMAP2"	"LUSC"
"SP110"	"LUSC"
"SPCS3"	"LUSC"
"SPI1"	"LUSC"
"SPIB"	"LUSC"
"SPOCD1"	"LUSC"
"ST6GALNAC4"	"LUSC"
"ST8SIA4"	"LUSC"
"STAB1"	"LUSC"
"STAMBPL1"	"LUSC"
"STAP1"	"LUSC"
"STAT4"	"LUSC"
"STAT5A"	"LUSC"
"STK10"	"LUSC"
"STK17B"	"LUSC"
"STX11"	"LUSC"
"SYTL3"	"LUSC"
"TAGAP"	"LUSC"
"TAP1"	"LUSC"
"TAP2"	"LUSC"
"TBC1D10C"	"LUSC"
"TBX21"	"LUSC"
"TBXAS1"	"LUSC"
"TCF7"	"LUSC"
"TCIRG1"	"LUSC"
"TFEC"	"LUSC"
"TFPI2"	"LUSC"
"TGFB1"	"LUSC"
"THBS1"	"LUSC"
"TIFAB"	"LUSC"
"TIGIT"	"LUSC"
"TIMP2"	"LUSC"
"TK2"	"LUSC"
"TLR10"	"LUSC"
"TLR1"	"LUSC"
"TLR2"	"LUSC"
"TLR4"	"LUSC"
"TLR8"	"LUSC"
"TM6SF1"	"LUSC"
"TM7SF4"	"LUSC"
"TMC8"	"LUSC"
"TMED9"	"LUSC"
"TMEM149"	"LUSC"
"TMEM156"	"LUSC"
"TMEM71"	"LUSC"
"TMIGD2"	"LUSC"
"TNFAIP3"	"LUSC"
"TNFAIP6"	"LUSC"
"TNFAIP8"	"LUSC"
"TNFRSF10C"	"LUSC"
"TNFRSF17"	"LUSC"
"TNFRSF1B"	"LUSC"
"TNFRSF4"	"LUSC"
"TNFRSF9"	"LUSC"
"TNFSF13B"	"LUSC"
"TNFSF8"	"LUSC"
"TNF"	"LUSC"
"TNIP1"	"LUSC"
"TNIP3"	"LUSC"
"TPP1"	"LUSC"
"TRAF1"	"LUSC"
"TRAF3IP3"	"LUSC"
"TRAM1"	"LUSC"
"TRAT1"	"LUSC"
"TREM2"	"LUSC"
"TRIB1"	"LUSC"
"TRIM69"	"LUSC"
"TRPV2"	"LUSC"
"TSC22D3"	"LUSC"
"TXNDC11"	"LUSC"
"TXNDC15"	"LUSC"
"TYMP"	"LUSC"
"UBE2J1"	"LUSC"
"UCP2"	"LUSC"
"UNC93B1"	"LUSC"
"VASP"	"LUSC"
"VCAN"	"LUSC"
"VNN2"	"LUSC"
"VPREB3"	"LUSC"
"WAS"	"LUSC"
"WIPF1"	"LUSC"
"XAF1"	"LUSC"
"ZAP70"	"LUSC"
"ZBED2"	"LUSC"
"ZBP1"	"LUSC"
"ZEB2"	"LUSC"
"ZFP36L2"	"LUSC"
"ZNFX1"	"LUSC"
"ABI1"	"MESO"
"ACAP1"	"MESO"
"ACAP2"	"MESO"
"ACTR2"	"MESO"
"ADAM12"	"MESO"
"ADAM19"	"MESO"
"ADAP2"	"MESO"
"ADCY7"	"MESO"
"ADPGK"	"MESO"
"AIF1"	"MESO"
"AIM2"	"MESO"
"AKIRIN1"	"MESO"
"AKNA"	"MESO"
"ALOX5"	"MESO"
"AMICA1"	"MESO"
"AMPD1"	"MESO"
"AMPD3"	"MESO"
"ANKRD13A"	"MESO"
"AP1S2"	"MESO"
"APBB1IP"	"MESO"
"APOBEC3A"	"MESO"
"APOBEC3G"	"MESO"
"ARF6"	"MESO"
"ARHGAP15"	"MESO"
"ARHGAP25"	"MESO"
"ARHGAP26"	"MESO"
"ARHGAP30"	"MESO"
"ARHGAP9"	"MESO"
"ARL4C"	"MESO"
"ARL8B"	"MESO"
"ARPC5L"	"MESO"
"ASAP1"	"MESO"
"ATG16L2"	"MESO"
"BANK1"	"MESO"
"BATF3"	"MESO"
"BATF"	"MESO"
"BAZ1A"	"MESO"
"BCL11A"	"MESO"
"BCL11B"	"MESO"
"BCL2A1"	"MESO"
"BHLHE40"	"MESO"
"BID"	"MESO"
"BIN2"	"MESO"
"BLK"	"MESO"
"BLNK"	"MESO"
"BLOC1S2"	"MESO"
"BMP2K"	"MESO"
"BTLA"	"MESO"
"BTN3A2"	"MESO"
"C10orf119"	"MESO"
"C11orf21"	"MESO"
"C12orf35"	"MESO"
"C13orf18"	"MESO"
"C13orf31"	"MESO"
"C14orf106"	"MESO"
"C14orf109"	"MESO"
"C14orf118"	"MESO"
"C14orf138"	"MESO"
"C14orf145"	"MESO"
"C19orf28"	"MESO"
"C1orf162"	"MESO"
"C1orf38"	"MESO"
"C22orf9"	"MESO"
"C3orf59"	"MESO"
"C5AR1"	"MESO"
"C5orf20"	"MESO"
"C9orf72"	"MESO"
"CAMK4"	"MESO"
"CAP1"	"MESO"
"CASP1"	"MESO"
"CASP3"	"MESO"
"CCDC88A"	"MESO"
"CCDC88B"	"MESO"
"CCDC88C"	"MESO"
"CCL17"	"MESO"
"CCL19"	"MESO"
"CCL22"	"MESO"
"CCL24"	"MESO"
"CCL8"	"MESO"
"CCR1"	"MESO"
"CCR2"	"MESO"
"CCR5"	"MESO"
"CCR7"	"MESO"
"CCRL2"	"MESO"
"CD19"	"MESO"
"CD1C"	"MESO"
"CD1D"	"MESO"
"CD209"	"MESO"
"CD247"	"MESO"
"CD274"	"MESO"
"CD27"	"MESO"
"CD2"	"MESO"
"CD37"	"MESO"
"CD38"	"MESO"
"CD3D"	"MESO"
"CD3E"	"MESO"
"CD3G"	"MESO"
"CD40"	"MESO"
"CD58"	"MESO"
"CD5"	"MESO"
"CD69"	"MESO"
"CD6"	"MESO"
"CD79A"	"MESO"
"CD79B"	"MESO"
"CD7"	"MESO"
"CD80"	"MESO"
"CD83"	"MESO"
"CD84"	"MESO"
"CD86"	"MESO"
"CD8B"	"MESO"
"CD96"	"MESO"
"CD97"	"MESO"
"CDA"	"MESO"
"CDC42SE1"	"MESO"
"CDC42"	"MESO"
"CDKN1A"	"MESO"
"CDKN2D"	"MESO"
"CDV3"	"MESO"
"CECR1"	"MESO"
"CFLAR"	"MESO"
"CFP"	"MESO"
"CHAC2"	"MESO"
"CHST11"	"MESO"
"CHST12"	"MESO"
"CHST15"	"MESO"
"CHST2"	"MESO"
"CHST7"	"MESO"
"CISH"	"MESO"
