"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Monocytes"	"Plasma_cells"	"Endothelial"	"Fibroblasts"
"HPS4"	""	"PITPNA"	""	"LDHAL6B"	""	""	""	"GOLGA7"	"KIAA0196"	"ZBTB32"	""	""	""	"RETN"	"SPCS1"	"MAPK12"	"TMED10"
"HRH4"	""	"PLA2G7"	""	"LILRA2"	""	""	""	"GOLGA8A"	"KIAA1109"	"ZCCHC4"	""	""	""	"RGS19"	"SRP54"	"MAPK3"	"TMED9"
"HSD3B2"	""	"PLD2"	""	"LILRB1"	""	""	""	"GOLGB1"	"KIF22"	"ZMAT5"	""	""	""	"RHOA"	"SRPRB"	"MAT2B"	"TMEM115"
"HSPA4"	""	"PPARG"	""	"LILRB4"	""	""	""	"GORASP2"	"KIF2A"	"ZNF174"	""	""	""	"RHOG"	"SS18"	"MBTPS1"	"TMEM165"
"HSPB6"	""	"PPFIBP2"	""	"LILRB5"	""	""	""	"GP5"	"KLF9"	"ZNF668"	""	""	""	"RHOT1"	"SSR1"	"MED16"	"TNFRSF12A"
"HTN3"	""	"PREP"	""	"LIMD2"	""	""	""	"GPI"	"KLHDC4"	""	""	""	""	"RIN2"	"SSR4"	"MED20"	"TNXB"
"HTR1B"	""	"PRRG2"	""	"LONP1"	""	""	""	"GPR132"	"KLHL11"	""	""	""	""	"RIOK3"	"STMN4"	"METTL3"	"TOR1AIP1"
"HTR3A"	""	"PTCRA"	""	"LONRF3"	""	""	""	"GPR15"	"KLHL3"	""	""	""	""	"RLIM"	"SURF1"	"MGAT5"	"TOR1AIP2"
"HTR5A"	""	"PTGES2"	""	"LY86"	""	""	""	"GPR171"	"KLRB1"	""	""	""	""	"RNASE2"	"SYT5"	"MIF"	"TPD52L2"
"IFNA1"	""	"PTGIR"	""	"M6PR"	""	""	""	"GPR183"	"KLRD1"	""	""	""	""	"RPGRIP1"	"T"	"MIP"	"TRIM32"
"IFNA2"	""	"RAB21"	""	"MAPK13"	""	""	""	"GPR25"	"KLRG1"	""	""	""	""	"RPH3A"	"TBL2"	"MMRN1"	"TSPYL1"
"IFNW1"	""	"RAB35"	""	"MAPKAP1"	""	""	""	"GPSM3"	"KLRK1"	""	""	""	""	"RPS6KC1"	"TBX4"	"MMRN2"	"TTC26"
"IGHA1"	""	"RAB5A"	""	"MARCO"	""	""	""	"GRAP2"	"KRI1"	""	""	""	""	"RTN3"	"TCF3"	"MMS19"	"TXLNA"
"IGHD"	""	"RAB7A"	""	"MDH1"	""	""	""	"GRK6"	"KRT1"	""	""	""	""	"S100A10"	"TERT"	"MNAT1"	"TXNL4B"
"IGHG1"	""	"RAB8A"	""	"ME1"	""	""	""	"GRM3"	"KRT2"	""	""	""	""	"S100A12"	"TG"	"MOSPD3"	"UBE2D4"
"IGHM"	""	"RAMP3"	""	"MERTK"	""	""	""	"GRPEL1"	"LAG3"	""	""	""	""	"S100A6"	"THAP4"	"MRPL15"	"UBE3B"
"IGKC"	""	"RAP1GAP"	""	"MFN1"	""	""	""	"GZMA"	"LAIR2"	""	""	""	""	"SAMSN1"	"TIMM17B"	"MRPL17"	"VCL"
"IGL"	""	"RAPGEF1"	""	"MFSD7"	""	""	""	"GZMB"	"LCK"	""	""	""	""	"SAR1A"	"TM9SF1"	"MRPL9"	"VIM"
"IGLL1"	""	"RELA"	""	"MGST3"	""	""	""	"GZMK"	"LEPROTL1"	""	""	""	""	"SEC11A"	"TMED10"	"MRPS16"	"WDR73"
"IGLL3P"	""	"RHOG"	""	"MKL2"	""	""	""	"GZMM"	"LIME1"	""	""	""	""	"SELL"	"TMED9"	"MRPS28"	"WISP1"
"IKZF3"	""	"RIN2"	""	"MLX"	""	""	""	"HAUS3"	"LIN28A"	""	""	""	""	"SEMA6B"	"TMEM39A"	"MTCH1"	"WNT2"
"IL12B"	""	"RNASE6"	""	"MMP19"	""	""	""	"HDAC1"	"LIPT1"	""	""	""	""	"SERP1"	"TMEM59"	"MTCH2"	"XPOT"
"IL17A"	""	"RNF2"	""	"MMP8"	""	""	""	"HERC1"	"LRIG2"	""	""	""	""	"SETX"	"TNFRSF13B"	"MTG1"	"YAP1"
"IL4R"	""	"RPGRIP1"	""	"MMP9"	""	""	""	"HINT1"	"LSM14A"	""	""	""	""	"SH3BP2"	"TNFRSF17"	"MTHFR"	"ZBTB1"
"IMP4"	""	"RPL3L"	""	"MRM1"	""	""	""	"HIPK1"	"LTB"	""	""	""	""	"SIGLEC9"	"TNNT3"	"MTMR2"	"ZC3H14"
"INHBC"	""	"RRP1"	""	"MRPL12"	""	""	""	"HIST1H3A"	"LTB4R2"	""	""	""	""	"SIK3"	"TP73"	"MUL1"	"ZCCHC4"
"INPP5B"	""	"RRP1B"	""	"MRPL40"	""	""	""	"HMGB2"	"LTK"	""	""	""	""	"SIN3B"	"TRABD"	"MYCT1"	"ZFPL1"
"IQCC"	""	"RSAD2"	""	"MRS2"	""	""	""	"HMGN4"	"LUZP4"	""	""	""	""	"SLC11A1"	"TREH"	"MYL12A"	"ZFYVE9"
"IRF8"	""	"RUNX2"	""	"MS4A4A"	""	""	""	"HMOX2"	"LY9"	""	""	""	""	"SLC38A10"	"TSHR"	"MYL12B"	"ZMYM4"
"ITSN2"	""	"S100A10"	""	"MS4A6A"	""	""	""	"HNRNPA0"	"LZTR1"	""	""	""	""	"SNX17"	"TSSK2"	"MYL2"	"ZNF32"
"JMJD1C"	""	"SAMSN1"	""	"MSR1"	""	""	""	"HNRNPH3"	"MAML1"	""	""	""	""	"SOCS3"	"UBA5"	"MYL6"	"ZNF358"
"KALRN"	""	"SCARF1"	""	"MT2A"	""	""	""	"HNRNPU"	"MAN2C1"	""	""	""	""	"SPEN"	"UBE2G1"	"N4BP3"	"ZNF444"
"KCNA5"	""	"SCT"	""	"MTHFR"	""	""	""	"HNRNPUL1"	"MAP3K10"	""	""	""	""	"SPG11"	"UBXN4"	"NAP1L4"	"ZNF446"
"KCNIP2"	""	"SCYL2"	""	"MTMR14"	""	""	""	"HUWE1"	"MAP7D1"	""	""	""	""	"SRC"	"UFSP2"	"NCBP2"	"ZNF471"
"KCNJ10"	""	"SEC24A"	""	"MUL1"	""	""	""	"IBTK"	"MAPK13"	""	""	""	""	"STAB1"	"UGGT1"	"NCK1"	"ZNF771"
"KCNJ13"	""	"SIGLEC1"	""	"MYBPH"	""	""	""	"ICOS"	"MARK3"	""	""	""	""	"STRN4"	"USP48"	"NDUFB11"	""
"KCNJ9"	""	"SIGLEC7"	""	"MYH11"	""	""	""	"IDE"	"MDN1"	""	""	""	""	"STX12"	"UTF1"	"NDUFC2"	""
"KCNN3"	""	"SIGLEC9"	""	"MYO15A"	""	""	""	"IDUA"	"MED17"	""	""	""	""	"STX5"	"VPREB1"	"NECAP2"	""
"KCNQ4"	""	"SLAMF1"	""	"MYO7A"	""	""	""	"IFNG"	"MED31"	""	""	""	""	"SUN1"	"VPREB3"	"NEDD8"	""
"KCNV2"	""	"SLAMF8"	""	"MYO9B"	""	""	""	"IGFBP4"	"MED6"	""	""	""	""	"SUPT6H"	"VSX1"	"NETO2"	""
"KERA"	""	"SLC12A3"	""	"MYOF"	""	""	""	"IK"	"MEN1"	""	""	""	""	"TBK1"	"WDR45"	"NNAT"	""
"KHDRBS2"	""	"SLC1A2"	""	"MYOZ1"	""	""	""	"IKZF1"	"MKNK1"	""	""	""	""	"TGOLN2"	"WNT1"	"NOC2L"	""
"KIAA0125"	""	"SLC25A28"	""	"NAGPA"	""	""	""	"IL10RA"	"MKRN2"	""	""	""	""	"TLR2"	"YIPF1"	"NOTCH4"	""
"KIAA0226L"	""	"SLC26A6"	""	"NARS"	""	""	""	"IL16"	"MMP11"	""	""	""	""	"TLR7"	"YIPF2"	"NOVA2"	""
"KIAA0430"	""	"SLC30A4"	""	"NCAPH"	""	""	""	"IL21R"	"MMP19"	""	""	""	""	"TLR8"	"ZBP1"	"NPLOC4"	""
"KIAA1033"	""	"SLC6A12"	""	"NCF2"	""	""	""	"IL2RA"	"MOGAT2"	""	""	""	""	"TMBIM4"	"ZDHHC4"	"NPR1"	""
"KIF11"	""	"SLC7A8"	""	"NCKAP1L"	""	""	""	"IL2RB"	"MRFAP1L1"	""	""	""	""	"TMEM104"	"ZNF133"	"NUBP2"	""
"KIF14"	""	"SLCO5A1"	""	"NDUFA8"	""	""	""	"IL5RA"	"MRPL22"	""	""	""	""	"TMEM11"	"ZNF142"	"NUP188"	""
"KIF23"	""	"SLITRK3"	""	"NDUFAF1"	""	""	""	"IL7R"	"MRPS22"	""	""	""	""	"TMEM110"	"ZNF37A"	"OXA1L"	""
"KIF4A"	""	"SNX11"	""	"NDUFB1"	""	""	""	"IL9"	"MS4A5"	""	""	""	""	"TMEM127"	"ZPBP"	"P4HB"	""
"KIF5A"	""	"SOCS3"	""	"NDUFB3"	""	""	""	"IMP3"	"MSH3"	""	""	""	""	"TMEM9B"	""	"PABPC4"	""
"KLHL12"	""	"SPAG9"	""	"NDUFB6"	""	""	""	"INPP4A"	"MSL3"	""	""	""	""	"TNFRSF8"	""	"PALMD"	""
"KNG1"	""	"SPCS1"	""	"NDUFS2"	""	""	""	"INPP5E"	"MT2A"	""	""	""	""	"TPD52L2"	""	"PCDH12"	""
"KRI1"	""	"SPIB"	""	"NDUFS3"	""	""	""	"INSL3"	"MTO1"	""	""	""	""	"TREM1"	""	"PCDHA6"	""
"KRT12"	""	"SPINT2"	""	"NDUFS6"	""	""	""	"INTS8"	"MTRF1"	""	""	""	""	"TREX1"	""	"PCGF3"	""
"KRT19"	""	"SRC"	""	"NDUFS8"	""	""	""	"IPCEF1"	"MUS81"	""	""	""	""	"TSEN34"	""	"PDCL"	""
"KRT2"	""	"SSR1"	""	"NECAP2"	""	""	""	"ISCA1"	"MYL1"	""	""	""	""	"TSPO"	""	"PDE3A"	""
"KRT75"	""	"STAB1"	""	"NFS1"	""	""	""	"ITGB1BP1"	"MYO1F"	""	""	""	""	"TTLL4"	""	"PDIA6"	""
"KRTAP1-3"	""	"STAT2"	""	"NOP10"	""	""	""	"ITGB7"	"MYOM1"	""	""	""	""	"TYROBP"	""	"PEAR1"	""
"LAMB4"	""	"SUZ12"	""	"NPR1"	""	""	""	"ITIH4"	"MYST3"	""	""	""	""	"UBE2D1"	""	"PGF"	""
"LARP7"	""	"SYT17"	""	"NPTN"	""	""	""	"ITK"	"N4BP1"	""	""	""	""	"UBR2"	""	"PGLS"	""
"LECT2"	""	"TACR1"	""	"NRBP1"	""	""	""	"ITM2A"	"NAA16"	""	""	""	""	"UBXN2B"	""	"PIAS4"	""
"LILRB1"	""	"TACSTD2"	""	"NSMAF"	""	""	""	"JAK3"	"NCK1"	""	""	""	""	"UPK3A"	""	"PIK3C2A"	""
"LILRB4"	""	"TAX1BP1"	""	"NSUN3"	""	""	""	"JMJD6"	"NCR1"	""	""	""	""	"USP15"	""	"PIK3CG"	""
"LLGL1"	""	"TBC1D13"	""	"NUBP1"	""	""	""	"JOSD1"	"NCR3"	""	""	""	""	"USP4"	""	"PITPNB"	""
"LRRTM4"	""	"TBC1D22B"	""	"NUDT9"	""	""	""	"JTB"	"NDFIP1"	""	""	""	""	"USP48"	""	"PITRM1"	""
"LSM2"	""	"TCF21"	""	"NUMB"	""	""	""	"KALRN"	"NDUFA1"	""	""	""	""	"USP8"	""	"PLCG1"	""
"LSM6"	""	"TCTN3"	""	"OGFR"	""	""	""	"KARS"	"NDUFA4"	""	""	""	""	"VASP"	""	"PLD2"	""
"LTB"	""	"TDRD7"	""	"ORMDL2"	""	""	""	"KBTBD2"	"NDUFB1"	""	""	""	""	"VENTX"	""	"PLS3"	""
"LTC4S"	""	"TFEC"	""	"OS9"	""	""	""	"KBTBD4"	"NDUFB2"	""	""	""	""	"VNN3"	""	"PLVAP"	""
"LY6H"	""	"TLR7"	""	"OSBPL11"	""	""	""	"KDM3A"	"NDUFS2"	""	""	""	""	"WAS"	""	"PLXNA2"	""
"LY86"	""	"TM7SF4"	""	"OTUD4"	""	""	""	"KIAA0368"	"NDUFS5"	""	""	""	""	"WDR11"	""	"PLXNB3"	""
"LY9"	""	"TMCC2"	""	"P2RX7"	""	""	""	"KIF22"	"NDUFS6"	""	""	""	""	"WTAP"	""	"PMPCA"	""
"MAG"	""	"TMEM131"	""	"PABPC4"	""	""	""	"KLHL3"	"NFKB1"	""	""	""	""	"WWP2"	""	"PNP"	""
"MAP3K9"	""	"TMEM41B"	""	"PANK3"	""	""	""	"KLRB1"	"NGDN"	""	""	""	""	"YTHDF3"	""	"POLR2F"	""
"MARCH8"	""	"TMSB10"	""	"PCDHB11"	""	""	""	"KRI1"	"NKG7"	""	""	""	""	"ZBTB7A"	""	"POLR2J"	""
"MATN1"	""	"TMX1"	""	"PCMT1"	""	""	""	"KRIT1"	"NKRF"	""	""	""	""	"ZDHHC3"	""	"POM121L2"	""
"MBD4"	""	"TNFAIP6"	""	"PCOLCE2"	""	""	""	"KRT1"	"NKTR"	""	""	""	""	"ZFC3H1"	""	"POMGNT1"	""
"MBL2"	""	"TNFRSF4"	""	"PDCD6IP"	""	""	""	"KRT2"	"NMUR1"	""	""	""	""	"ZMYM4"	""	"PPM1F"	""
"MC4R"	""	"TNIP2"	""	"PDCL"	""	""	""	"KTN1"	"NOL6"	""	""	""	""	"ZNF668"	""	"PPP2R1A"	""
"MCM9"	""	"TOR1B"	""	"PDE1B"	""	""	""	"LAIR2"	"NPAT"	""	""	""	""	"ZNF710"	""	"PPP2R2A"	""
"MEF2C"	""	"TPI1"	""	"PEX14"	""	""	""	"LAT"	"NPRL2"	""	""	""	""	"ZNF787"	""	"PRKD2"	""
"MEFV"	""	"TRAF1"	""	"PEX19"	""	""	""	"LAX1"	"NRBP1"	""	""	""	""	""	""	"PRND"	""
"MEN1"	""	"TREM2"	""	"PHLDB1"	""	""	""	"LCK"	"OMG"	""	""	""	""	""	""	"PRPF19"	""
"MEP1B"	""	"TREX1"	""	"PICK1"	""	""	""	"LDHB"	"OSBPL7"	""	""	""	""	""	""	"PRPSAP1"	""
"MFN1"	""	"TRIP4"	""	"PILRA"	""	""	""	"LEPROTL1"	"OTOF"	""	""	""	""	""	""	"PSMB7"	""
"MGAT5"	""	"TRPC4AP"	""	"PKD2L1"	""	""	""	"LIMD2"	"OTUD7B"	""	""	""	""	""	""	"PSMC5"	""
"MICAL3"	""	"TSPAN13"	""	"PLA2G7"	""	""	""	"LIMS1"	"PABPC3"	""	""	""	""	""	""	"PSMD1"	""
"MIOS"	""	"TXN"	""	"PLEKHB2"	""	""	""	"LIN7C"	"PANK4"	""	""	""	""	""	""	"PSMD10"	""
"MKI67"	""	"UBE2Z"	""	"PLEKHM2"	""	""	""	"LRBA"	"PAPOLG"	""	""	""	""	""	""	"PSMD2"	""
"MMP17"	""	"VASH1"	""	"PMFBP1"	""	""	""	"LSM14A"	"PARP11"	""	""	""	""	""	""	"PSMD8"	""
"MOGAT2"	""	"VAV2"	""	"POGK"	""	""	""	"LTA"	"PCDHA10"	""	""	""	""	""	""	"PTPRB"	""
"MRM1"	""	"VRK2"	""	"PPCS"	""	""	""	"LTB"	"PCIF1"	""	""	""	""	""	""	"PTTG1IP"	""
"MRPL12"	""	"WDFY3"	""	"PQLC2"	""	""	""	"LTK"	"PCNT"	""	""	""	""	""	""	"PTTG2"	""
"MRPS15"	""	"WFDC21P"	""	"PRDX1"	""	""	""	"LY9"	"PDCD1"	""	""	""	""	""	""	"PWP1"	""
"MRTO4"	""	"WTAP"	""	"PRDX3"	""	""	""	"LZTR1"	"PF4"	""	""	""	""	""	""	"RAB35"	""
"MS4A1"	""	"XIAP"	""	"PSMD10"	""	""	""	"MAEA"	"PFN2"	""	""	""	""	""	""	"RALA"	""
"MS4A5"	""	"XPNPEP1"	""	"PSME1"	""	""	""	"MAGOH"	"PHKG2"	""	""	""	""	""	""	"RALB"	""
"MSTN"	""	"ZBTB17"	""	"PTGDS"	""	""	""	"MAK"	"PIK3IP1"	""	""	""	""	""	""	"RALY"	""
"MUC6"	""	"ZNF221"	""	"PTGIR"	""	""	""	"MAML1"	"PLCG1"	""	""	""	""	""	""	"RAMP3"	""
"MUSK"	""	"ZNF654"	""	"PTPN12"	""	""	""	"MAN2C1"	"PLXDC1"	""	""	""	""	""	""	"RANGAP1"	""
"MYBL2"	""	""	""	"PTPRA"	""	""	""	"MAPKAPK5"	"PMS1"	""	""	""	""	""	""	"RARS"	""
"MYBPC2"	""	""	""	"QDPR"	""	""	""	"MARK3"	"PNMA3"	""	""	""	""	""	""	"RASIP1"	""
"MYH4"	""	""	""	"RAB1A"	""	""	""	"MATR3"	"POLG"	""	""	""	""	""	""	"RCN2"	""
"MYH8"	""	""	""	"RAB3IL1"	""	""	""	"MBNL1"	"POLR3E"	""	""	""	""	""	""	"RELA"	""
"MYL7"	""	""	""	"RAB5C"	""	""	""	"MCF2L2"	"POP5"	""	""	""	""	""	""	"RGS11"	""
"MYO3A"	""	""	""	"RABGGTA"	""	""	""	"MEN1"	"PPP1CA"	""	""	""	""	""	""	"RHOA"	""
"MYOT"	""	""	""	"RAC1"	""	""	""	"METAP1"	"PPP1R2"	""	""	""	""	""	""	"RHOC"	""
"MYOZ3"	""	""	""	"RAI14"	""	""	""	"METTL5"	"PPP2R5C"	""	""	""	""	""	""	"RNF25"	""
"N4BP3"	""	""	""	"RALA"	""	""	""	"MGAT2"	"PPWD1"	""	""	""	""	""	""	"RNF34"	""
"NACA2"	""	""	""	"RB1"	""	""	""	"MKL1"	"PRDM8"	""	""	""	""	""	""	"RNPS1"	""
"NARFL"	""	""	""	"RELA"	""	""	""	"MKNK1"	"PREB"	""	""	""	""	""	""	"ROBO4"	""
"NCAN"	""	""	""	"RENBP"	""	""	""	"MLH3"	"PRF1"	""	""	""	""	""	""	"RPL4"	""
"NDUFA9"	""	""	""	"RIN2"	""	""	""	"MLXIP"	"PRKG2"	""	""	""	""	""	""	"RPN2"	""
"NEUROG1"	""	""	""	"RNH1"	""	""	""	"MMADHC"	"PRL"	""	""	""	""	""	""	"RPS14"	""
"NGLY1"	""	""	""	"RRP1"	""	""	""	"MORC2"	"PRMT2"	""	""	""	""	""	""	"RRAS2"	""
"NMUR1"	""	""	""	"RTN4"	""	""	""	"MRPL11"	"PRMT7"	""	""	""	""	""	""	"S100A6"	""
"NOC3L"	""	""	""	"S100A11"	""	""	""	"MRPL20"	"PRPF4B"	""	""	""	""	""	""	"SAE1"	""
"NOL12"	""	""	""	"S100A6"	""	""	""	"MRPL44"	"PRR5"	""	""	""	""	""	""	"SAMD14"	""
"NOP56"	""	""	""	"S1PR2"	""	""	""	"MRPS18B"	"PSD"	""	""	""	""	""	""	"SCARF1"	""
"NOTCH4"	""	""	""	"SCAMP2"	""	""	""	"MRPS27"	"PSG11"	""	""	""	""	""	""	"SDPR"	""
"NPHS2"	""	""	""	"SCARB2"	""	""	""	"MRPS34"	"PSMC5"	""	""	""	""	""	""	"SEC61A1"	""
"NPY5R"	""	""	""	"SCG5"	""	""	""	"MSL3"	"PSME1"	""	""	""	""	""	""	"SELE"	""
"NSUN5"	""	""	""	"SDCBP"	""	""	""	"MTMR6"	"PSTPIP1"	""	""	""	""	""	""	"SEMA6B"	""
"NT5C"	""	""	""	"SDHB"	""	""	""	"MTO1"	"PTGDR"	""	""	""	""	""	""	"SEMA6C"	""
"NTRK3"	""	""	""	"SDHD"	""	""	""	"MTRF1"	"PTPN4"	""	""	""	""	""	""	"SENP5"	""
"NUP160"	""	""	""	"SDS"	""	""	""	"MUS81"	"PTPRA"	""	""	""	""	""	""	"SEPT2"	""
"NUSAP1"	""	""	""	"SEPT10"	""	""	""	"MYO16"	"PTPRC"	""	""	""	""	""	""	"SH3GL1"	""
"NXF3"	""	""	""	"SETD3"	""	""	""	"N4BP1"	"PTPRCAP"	""	""	""	""	""	""	"SHANK3"	""
"OBSCN"	""	""	""	"SGMS1"	""	""	""	"NAA16"	"PUF60"	""	""	""	""	""	""	"SHE"	""
"ODC1"	""	""	""	"SH3GLB1"	""	""	""	"NAE1"	"PURA"	""	""	""	""	""	""	"SIN3B"	""
"OMD"	""	""	""	"SIGLEC1"	""	""	""	"NAP1L4"	"PVRIG"	""	""	""	""	""	""	"SLC16A1"	""
"OMG"	""	""	""	"SIGLEC7"	""	""	""	"NCDN"	"PWWP2A"	""	""	""	""	""	""	"SLC24A1"	""
"ONECUT1"	""	""	""	"SIGLEC9"	""	""	""	"NCK2"	"PYHIN1"	""	""	""	""	""	""	"SLC25A6"	""
"OR7A5"	""	""	""	"SLAMF8"	""	""	""	"NCL"	"PZP"	""	""	""	""	""	""	"SLC6A7"	""
"OSBPL10"	""	""	""	"SLC11A1"	""	""	""	"NDFIP1"	"RAPGEF6"	""	""	""	""	""	""	"SMARCD1"	""
"OTC"	""	""	""	"SLC1A2"	""	""	""	"NDRG3"	"RASA2"	""	""	""	""	""	""	"SMARCE1"	""
"OTOF"	""	""	""	"SLC25A24"	""	""	""	"NDUFB2"	"RBL2"	""	""	""	""	""	""	"SNAPC4"	""
"OTUD7B"	""	""	""	"SLC25A46"	""	""	""	"NDUFS5"	"RBM3"	""	""	""	""	""	""	"SNTB2"	""
"P2RX5"	""	""	""	"SLC30A5"	""	""	""	"NECAP2"	"RBM34"	""	""	""	""	""	""	"SNTG2"	""
"P2RY10"	""	""	""	"SLC31A1"	""	""	""	"NFATC2IP"	"RFX1"	""	""	""	""	""	""	"SOX18"	""
"P2RY14"	""	""	""	"SLC38A7"	""	""	""	"NFE2L2"	"RFX2"	""	""	""	""	""	""	"SPATS2"	""
"PADI4"	""	""	""	"SLC39A1"	""	""	""	"NFKB1"	"RGS1"	""	""	""	""	""	""	"SPTBN5"	""
"PAPOLB"	""	""	""	"SLC6A12"	""	""	""	"NFRKB"	"RGS9"	""	""	""	""	""	""	"SSBP1"	""
"PARK2"	""	""	""	"SLC6A7"	""	""	""	"NKRF"	"RHOG"	""	""	""	""	""	""	"STAB1"	""
"PAX5"	""	""	""	"SLC9A6"	""	""	""	"NME6"	"RHOT2"	""	""	""	""	""	""	"STK25"	""
"PCDH11Y"	""	""	""	"SMG5"	""	""	""	"NOL6"	"RIC8A"	""	""	""	""	""	""	"STRAP"	""
"PCDHA5"	""	""	""	"SNAPC2"	""	""	""	"NOL9"	"RING1"	""	""	""	""	""	""	"STX12"	""
"PDE11A"	""	""	""	"SNUPN"	""	""	""	"NPAT"	"RIPK1"	""	""	""	""	""	""	"SUMO3"	""
"PDE6D"	""	""	""	"SNX1"	""	""	""	"NR2C1"	"RNF113A"	""	""	""	""	""	""	"SUN1"	""
"PGAM2"	""	""	""	"SNX2"	""	""	""	"NSD1"	"RNF126"	""	""	""	""	""	""	"TACO1"	""
"PGLYRP4"	""	""	""	"SNX3"	""	""	""	"NUDCD3"	"RNF167"	""	""	""	""	""	""	"TACSTD2"	""
"PGR"	""	""	""	"SNX4"	""	""	""	"NUDT9"	"RNF25"	""	""	""	""	""	""	"TAF12"	""
"PHKB"	""	""	""	"SNX5"	""	""	""	"NUMA1"	"RNF7"	""	""	""	""	""	""	"TAL1"	""
"PHKG1"	""	""	""	"SPG21"	""	""	""	"NUP107"	"RNMT"	""	""	""	""	""	""	"TAOK2"	""
"PIKFYVE"	""	""	""	"SPIN1"	""	""	""	"NUP50"	"RPL37A"	""	""	""	""	""	""	"TARBP2"	""
"PLA2G2D"	""	""	""	"SPR"	""	""	""	"NUP85"	"RPN2"	""	""	""	""	""	""	"TBC1D10B"	""
"PLIN1"	""	""	""	"SRC"	""	""	""	"NUPL2"	"RPP38"	""	""	""	""	""	""	"TBX1"	""
"PLK4"	""	""	""	"STAB1"	""	""	""	"NXF1"	"RPS6KB1"	""	""	""	""	""	""	"TDRD7"	""
"PMP2"	""	""	""	"STAM2"	""	""	""	"OBSCN"	"RPUSD2"	""	""	""	""	""	""	"TEK"	""
"PMPCA"	""	""	""	"STIP1"	""	""	""	"OFD1"	"RRH"	""	""	""	""	""	""	"TFEC"	""
"PNLIPRP1"	""	""	""	"STX12"	""	""	""	"OLAH"	"RRP8"	""	""	""	""	""	""	"THAP4"	""
"PNOC"	""	""	""	"STX18"	""	""	""	"OSGEP"	"RWDD1"	""	""	""	""	""	""	"TIAL1"	""
"POLA1"	""	""	""	"STX4"	""	""	""	"OSM"	"RWDD3"	""	""	""	""	""	""	"TIE1"	""
"POLR3K"	""	""	""	"STYXL1"	""	""	""	"PABPC3"	"S100B"	""	""	""	""	""	""	"TIMM17A"	""
"POU1F1"	""	""	""	"SULT1C2"	""	""	""	"PABPC4"	"SACM1L"	""	""	""	""	""	""	"TIPRL"	""
"POU2F1"	""	""	""	"SUMO3"	""	""	""	"PACS1"	"SART3"	""	""	""	""	""	""	"TJP1"	""
"POU2F2"	""	""	""	"TAF10"	""	""	""	"PAPOLA"	"SASH3"	""	""	""	""	""	""	"TMED9"	""
"POU3F1"	""	""	""	"TBC1D16"	""	""	""	"PARP11"	"SBF1"	""	""	""	""	""	""	"TMEM109"	""
"POU4F2"	""	""	""	"TBC1D9B"	""	""	""	"PCDHGA9"	"SCAP"	""	""	""	""	""	""	"TMEM115"	""
"PPEF2"	""	""	""	"TCEAL4"	""	""	""	"PCID2"	"SDAD1"	""	""	""	""	""	""	"TMEM184B"	""
"PPP4R2"	""	""	""	"TCEB1"	""	""	""	"PCNP"	"SDCCAG3"	""	""	""	""	""	""	"TMEM39B"	""
"PRB4"	""	""	""	"TDRD7"	""	""	""	"PDCD1"	"SEC16A"	""	""	""	""	""	""	"TNFSF18"	""
"PRDM10"	""	""	""	"TFEC"	""	""	""	"PDCD10"	"SEC24A"	""	""	""	""	""	""	"TNPO1"	""
"PRDM2"	""	""	""	"TFRC"	""	""	""	"PFDN6"	"SEC24C"	""	""	""	""	""	""	"TOR1AIP2"	""
"PRDM4"	""	""	""	"TGOLN2"	""	""	""	"PFN1"	"SELL"	""	""	""	""	""	""	"TPD52L2"	""
"PRKCB"	""	""	""	"TIE1"	""	""	""	"PGK1"	"SETD2"	""	""	""	""	""	""	"TPM3"	""
"PRMT1"	""	""	""	"TM2D1"	""	""	""	"PHF1"	"SF1"	""	""	""	""	""	""	"TRAPPC3"	""
"PROZ"	""	""	""	"TMBIM4"	""	""	""	"PHF10"	"SF3A1"	""	""	""	""	""	""	"TRPC4AP"	""
"PRPH2"	""	""	""	"TMED5"	""	""	""	"PHF20L1"	"SF3B2"	""	""	""	""	""	""	"TSPAN13"	""
"PRTN3"	""	""	""	"TMEM115"	""	""	""	"PHF3"	"SFPQ"	""	""	""	""	""	""	"TSPO"	""
"PSG11"	""	""	""	"TMEM126B"	""	""	""	"PIGG"	"SFRS7"	""	""	""	""	""	""	"TTLL5"	""
"PSORS1C2"	""	""	""	"TMEM127"	""	""	""	"PIK3IP1"	"SFXN1"	""	""	""	""	""	""	"TUSC2"	""
"PTCH2"	""	""	""	"TMEM147"	""	""	""	"PIP4K2B"	"SGCD"	""	""	""	""	""	""	"TUT1"	""
"PTH1R"	""	""	""	"TMEM184C"	""	""	""	"PKP4"	"SGSM2"	""	""	""	""	""	""	"TXNDC9"	""
"PTPN6"	""	""	""	"TMEM33"	""	""	""	"PLCG1"	"SH2D1A"	""	""	""	""	""	""	"TXNL1"	""
"PTTG1"	""	""	""	"TMEM70"	""	""	""	"PLCH2"	"SHANK1"	""	""	""	""	""	""	"UBAP2"	""
"PWP1"	""	""	""	"TMEM9B"	""	""	""	"PLCL1"	"SHFM1"	""	""	""	""	""	""	"UBE2E1"	""
